time	temperature
2028.0	390.4412270796728
2033.9999999999998	408.28771525620346
2040.0	399.56194393179493
2046.0	401.24996941414537
2052.0	402.720505302566
2058.0	407.8834751513983
2064.0	402.618753233429
2070.0	388.581862583669
2076.0	382.9362764389379
2082.0	388.91809378595286
2088.0	384.1491309460776
2094.0	392.6860835419569
2100.0	413.6146981143907
2106.0	390.09356190936717
2112.0	401.27407918214664
2118.0	386.6380868796294
2124.0	401.5092239175319
2130.0	386.1506820399783
2136.0	413.5624513967294
2142.0	389.9039291475906
2148.0	391.13484661836475
2154.0	402.64192015435447
2160.0	402.3781486136612
2166.0	394.22215735877285
2172.0	405.85660115070687
2178.0	410.6125989882202
2184.0	405.13733824423537
2190.0	400.6651745751134
2196.0	397.27947860287543
2202.0	407.24580896388596
2208.0	410.9602657875402
2214.0	406.71109956122416
2220.0	406.4891784397065
2226.0	406.64190184599664
2232.0	417.34403381207767
2238.0	401.5061866909475
2244.0	389.957943209002
2250.0	384.10373707779314
2256.0	398.97534899204766
2262.0	415.7054313314356
2268.0	405.5226477064926
2274.0	391.5633891094865
2280.0	399.29844931892546
2286.0	393.6669685434579
2292.0	403.0973293826303
2298.0	409.647557392267
2304.0	421.3042495705082
2310.0	418.9787569984324
2316.0	412.47506477580333
2322.0	395.55304868549854
2328.0	396.9459999853575
2334.0	402.6039691426975
2340.0	408.58924683397606
2346.0	405.08414899348924
2352.0	400.2161869456507
2358.0	395.0797687634159
2364.0	395.9678455246261
2370.0	406.0044383945552
2376.0	412.0154496886737
2382.0	405.31958872442016
2388.0	401.68257590493647
2394.0	406.7570478811894
2400.0	424.47336602362554
2406.0	405.2560837469318
2412.0	410.16147466720906
2418.0	416.05024271257207
2424.0	398.85017756243786
2430.0	395.97091362518916
2436.0	397.9745330105137
2442.0	424.2399009748123
2448.0	413.9093834398196
2454.0	392.50596397822295
2460.0	407.1043157784116
2466.0	394.9094729510101
2472.0	417.11526642198623
2478.0	394.26598479809763
2484.0	411.60733488191227
2490.0	399.4908070606877
2496.0	400.9381457888099
2502.0	416.7488585411152
2508.0	402.8670057151771
2514.0	409.7610059717609
2520.0	413.639765217576
2526.0	400.99581120237264
2532.0	410.5901133281778
2538.0	407.0556969830652
2544.0	412.42919570269555
2550.0	415.0531920331122
2556.0	422.5040249785531
2562.0	423.5434809222545
2568.0	403.56066179174553
2574.0	399.60582959719034
2580.0	406.1470127907458
2586.0	397.2052944822289
2592.0	398.9164106956186
2598.0	410.1150501042148
2604.0	396.07648453503157
2610.0	406.40841976835
2616.0	415.2738495795369
2622.0	413.9217277114073
2628.0	423.8839423680056
2634.0	389.7731137218572
2640.0	399.67604137743166
2646.0	404.91571504399536
2652.0	414.4771579210928
2658.0	418.50827826674004
2664.0	402.30517955448494
2670.0	407.6449659110475
2676.0	411.6990773883932
2682.0	402.7737834652388
2688.0	417.819639898787
2694.0	407.87193597508934
2700.0	412.78080389383086
2706.0	399.24539921354307
2712.0	404.14312868036075
2718.0	414.08602127367874
2724.0	415.2542674185148
2730.0	411.4349213021628
2736.0	404.30484239195675
2742.0	411.3719400348667
2748.0	408.96081411075727
2754.0	406.5538544205548
2760.0	408.0614394200285
2766.0	404.7156184253284
2772.0	406.0518405979498
2778.0	405.61021778017573
2784.0	402.5945677005918
2790.0	400.45285991308526
2796.0	401.49645596965837
2802.0	393.6088001448552
2808.0	420.79740547045645
2814.0	418.90752826124157
2820.0	422.56209459171913
2826.0	433.4166027496591
2832.0	408.68669150233035
2838.0	414.87002727366314
2844.0	411.67321678432603
2850.0	419.38256479586494
2856.0	397.0759775527209
2862.0	412.0029610558217
2868.0	396.15741099111017
2874.0	416.4992203434035
2880.0	401.36596874062366
2886.0	389.7842556835617
2892.0	410.1229511409711
2898.0	410.39531763626536
2904.0	413.95549611651694
2910.0	410.0058107954891
2916.0	389.4027322252311
2922.0	413.6783973711543
2928.0	421.1515893280784
2934.0	412.8896357797501
2940.0	403.39422884544996
2946.0	420.8204281916487
2952.0	409.27658760501805
2958.0	406.7212360121246
2964.0	405.3769289032383
2970.0	427.6958655857107
2976.0	405.2946599554118
2982.0	408.71394658248806
2988.0	412.42102282546193
2994.0	412.10931200275957
3000.0	405.6974521045261
3006.0	417.04542306898367
3012.0	411.5352284262144
3018.0	411.0540197674222
3024.0	416.22128217053887
3030.0	423.5912160858404
3036.0	408.7455290943304
3042.0	406.8883395213946
3048.0	407.032365761762
3054.0	407.11750998465243
3060.0	414.19358688943373
3066.0	409.3364806723864
3072.0	404.3925218752177
3078.0	427.60089513562855
3084.0	411.3596030818815
3090.0	414.50565215880783
3096.0	400.6474633755744
3102.0	412.65384656098223
3108.0	397.5603395007079
3114.0	402.5731019400534
3120.0	406.0260797931902
3126.0	396.2784009381903
3132.0	406.57502029696957
3138.0	395.19079605861293
3144.0	405.05688366236393
3150.0	407.30480325520864
3156.0	415.23517576066706
3162.0	409.5089214438526
3168.0	404.2008987287574
3174.0	400.6017660707601
3180.0	397.93995373137466
3186.0	415.19152488078606
3192.0	396.7322903632796
3198.0	400.6669106592141
3204.0	418.08310153195225
3210.0	411.0163703391136
3216.0	401.396067062826
3222.0	411.47517403470937
3228.0	415.34983190127537
3234.0	413.98360505827645
3240.0	402.58961900704634
3246.0	419.6485976499519
3252.0	396.4488722222022
3258.0	391.570066106502
3264.0	400.9166593271992
3270.0	418.7689489976063
3276.0	404.9736927092248
3282.0	411.15057107221014
3288.0	414.64140866294525
3294.0	422.07349389466503
3300.0	405.7786385021329
3306.0	420.6737810161043
3312.0	412.93358163858676
3318.0	409.59223900829676
3324.0	393.6793515140516
3330.0	429.43297209149773
3336.0	417.227946001031
3342.0	414.517051428304
3348.0	415.34171715288954
3354.0	410.67660616073897
3360.0	407.4898646243878
3366.0	410.5304884785802
3372.0	402.8553956751892
3378.0	402.67835533508634
3384.0	407.3981905161026
3390.0	418.0683056586735
3396.0	412.49234756062657
3402.0	402.6246664337302
3408.0	406.24437228149293
3414.0	403.34829398841373
3420.0	400.2376295139753
3426.0	410.5328341441916
3432.0	416.2455927990555
3438.0	415.79096418412763
3444.0	408.4876307634429
3450.0	411.2564136590342
3456.0	406.7181235415353
3462.0	415.81859509123666
3468.0	405.21726277393
3474.0	431.78469097878315
3480.0	412.93460136786723
3486.0	416.53212215994233
3492.0	403.695948620185
3498.0	403.08689486790627
3504.0	422.3723943894693
3510.0	412.089953568127
3516.0	403.44886083940014
3522.0	421.05536487591166
3528.0	410.97940637308517
3534.0	418.2963071240858
3540.0	409.29132092409577
3546.0	404.0169703335774
3552.0	416.2709197322617
3558.0	406.2555824475767
3564.0	413.6087013268063
3570.0	392.8218147514829
3576.0	411.7609495241489
3582.0	415.02278262049373
3588.0	398.240760701269
3594.0	405.0955553266193
3600.0	409.3451611405848
